timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
109754.74372,0,1.0,0.5183708431080305,0.90720238198876046,109754.74372-0,,,,,,,,,,,,,,,
109754.759824,0,1.0,0.51887853230059022,0.90706153819759194,109754.759824-0,,,,,,,,,,,,,,,
109754.775747,0,1.0,0.51905873983352002,0.90694744354884005,109754.775747-0,,,,,,,,,,,,,,,
109754.795757,0,1.0,0.51877611727041462,0.90749154979217472,109754.795757-0,,,,,,,,,,,,,,,
109754.811708,0,1.0,0.51904337450377547,0.90763950416273698,109754.811708-0,,,,,,,,,,,,,,,
109754.827701,0,1.0,0.5188038254652394,0.9071070749955954,109754.827701-0,,,,,,,,,,,,,,,
109754.843725,0,1.0,0.5189393576533341,0.90710505266164443,109754.843725-0,,,,,,,,,,,,,,,
109754.859694,0,1.0,0.51905661666285852,0.90849416262157057,109754.859694-0,,,,,,,,,,,,,,,
109754.879702,0,1.0,0.51859689582303403,0.90881296707370751,109754.879702-0,,,,,,,,,,,,,,,
109754.895709,0,1.0,0.5183470565520043,0.90909523585951391,109754.895709-0,,,,,,,,,,,,,,,
109754.911697,0,1.0,0.51813650511558507,0.90890540199908276,109754.911697-0,,,,,,,,,,,,,,,
109754.927695,1,1.0,0.51850977017502764,0.90870385041359025,109754.927695-0,,,,,,,,,,,,,,,
109754.943873,1,1.0,0.51991540152029181,0.90845652581503966,109754.943873-0,,,,,,,,,,,,,,,
109754.963747,1,0.99,0.54300498669311814,0.90041006199886375,109754.963747-0,,,,,,,,,,,,,,,
109754.979736,1,1.0,0.54413068392113395,0.9026825940744958,109754.979736-0,,,,,,,,,,,,,,,
109754.995729,1,1.0,0.54384250748251972,0.9030984906105104,109754.995729-0,,,,,,,,,,,,,,,
109755.011691,1,1.0,0.54476475358344345,0.90343553876011384,109755.011691-0,,,,,,,,,,,,,,,
109755.027715,1,1.0,0.54451601332750599,0.90331713318255868,109755.027715-0,,,,,,,,,,,,,,,
109755.047705,1,1.0,0.54450146945876909,0.90385541193032903,109755.047705-0,,,,,,,,,,,,,,,
109755.063758,1,1.0,0.54420712283128303,0.90413094291239027,109755.063758-0,,,,,,,,,,,,,,,
109755.079723,2,1.0,0.54435761423795626,0.90401993988129359,109755.079723-0,,,,,,,,,,,,,,,
109755.09574,3,1.0,0.54432940289952469,0.90425267917505359,109755.09574-0,,,,,,,,,,,,,,,
109755.111699,3,1.0,0.54392307503617054,0.90450284479125731,109755.111699-0,,,,,,,,,,,,,,,
109755.13171,4,1.0,0.54398141585354765,0.90453835429951912,109755.13171-0,,,,,,,,,,,,,,,
109755.147731,4,0.99,0.52630682395490247,0.90836697116340481,109755.147731-0,,,,,,,,,,,,,,,
109755.163825,5,1.0,0.52321693170040362,0.90840133450370608,109755.163825-0,,,,,,,,,,,,,,,
109755.179738,5,1.0,0.52205336232543509,0.90811663293075373,109755.179738-0,,,,,,,,,,,,,,,
109755.195741,6,1.0,0.52124073258078951,0.90862180232355527,109755.195741-0,,,,,,,,,,,,,,,
109755.215801,6,1.0,0.52163364988319749,0.90864462735997442,109755.215801-0,,,,,,,,,,,,,,,
109755.231718,7,1.0,0.52163621707268426,0.9090328382312407,109755.231718-0,,,,,,,,,,,,,,,
109755.247772,7,1.0,0.52129495368485124,0.90875243975909736,109755.247772-0,,,,,,,,,,,,,,,
109755.263786,8,1.0,0.52207326598312953,0.90807422705006058,109755.263786-0,,,,,,,,,,,,,,,
109755.279742,8,1.0,0.52208544405704416,0.90837090890889183,109755.279742-0,,,,,,,,,,,,,,,
109755.299691,9,1.0,0.52189238323231457,0.90781907296398678,109755.299691-0,,,,,,,,,,,,,,,
109755.315726,9,1.0,0.52142882057734674,0.90893778053387209,109755.315726-0,,,,,,,,,,,,,,,
109755.331676,10,1.0,0.52125706501191971,0.90825961809711853,109755.331676-0,,,,,,,,,,,,,,,
109755.34774,10,1.0,0.52104421426460767,0.90930845977955865,109755.34774-0,,,,,,,,,,,,,,,
109755.363828,11,1.0,0.52123489729841488,0.90900711522367494,109755.363828-0,,,,,,,,,,,,,,,
109755.383782,11,1.0,0.52207081257102317,0.90992419619975884,109755.383782-0,,,,,,,,,,,,,,,
109755.399715,12,1.0,0.5259145864651309,0.90873396887960745,109755.399715-0,,,,,,,,,,,,,,,
109755.415697,12,1.0,0.53041226918002415,0.90744829611307765,109755.415697-0,,,,,,,,,,,,,,,
109755.431695,13,0.99,0.55185989793040591,0.90882518393084766,109755.431695-0,,,,,,,,,,,,,,,
109755.447739,13,0.7028570248295216,0.56702410358418831,0.92132758350147359,109755.447739-0,,,,,,,,,,,,,,,
109755.467805,14,0.0,1.9845419298578566,-0.58344856517527521,109755.467805-0,,,,,,,,,,,,,,,
109755.483696,14,0.0,1.9845419298578566,-0.58344856517527521,109755.483696-0,,,,,,,,,,,,,,,
109755.499698,15,0.7043590868625298,0.55442455648785227,0.89807670197854073,109755.499698-0,,,,,,,,,,,,,,,
109755.515703,15,0.685369338012001,0.56687303528841682,0.92019167510877597,109755.515703-0,,,,,,,,,,,,,,,
109755.531734,16,0.9612543927020194,0.56512205507875102,0.92006016518631206,109755.531734-0,,,,,,,,,,,,,,,
109755.551712,16,0.99,0.55378626503053674,0.91502238971244498,109755.551712-0,,,,,,,,,,,,,,,
109755.567822,17,1.0,0.55339409271831741,0.91261384174540527,109755.567822-0,,,,,,,,,,,,,,,
109755.583718,17,1.0,0.55011706862407372,0.91107896803605914,109755.583718-0,,,,,,,,,,,,,,,
109755.599749,18,1.0,0.54622601223120704,0.9110872530119023,109755.599749-0,,,,,,,,,,,,,,,
109755.615713,18,1.0,0.54429994914731417,0.91115487808848084,109755.615713-0,,,,,,,,,,,,,,,
109755.635703,19,1.0,0.54200782210587484,0.91133955546552858,109755.635703-0,,,,,,,,,,,,,,,
109755.651692,19,1.0,0.54114841226551746,0.91179133315718186,109755.651692-0,,,,,,,,,,,,,,,
109755.66787,20,1.0,0.53948074389034417,0.91211690453876759,109755.66787-0,,,,,,,,,,,,,,,
109755.683733,20,1.0,0.5382359276947124,0.91230635379741187,109755.683733-0,,,,,,,,,,,,,,,
109755.699745,21,1.0,0.53785646253310659,0.91259387126140901,109755.699745-0,,,,,,,,,,,,,,,
109755.71971,21,1.0,0.53799371283033359,0.91268704651348731,109755.71971-0,,,,,,,,,,,,,,,
109755.73571,22,1.0,0.53676507864937228,0.91240867525379965,109755.73571-0,,,,,,,,,,,,,,,
109755.751718,22,1.0,0.53621683685462784,0.91091385193408403,109755.751718-0,,,,,,,,,,,,,,,
109755.767823,23,0.99,0.52860200671702806,0.90463133057741718,109755.767823-0,,,,,,,,,,,,,,,
109755.783743,23,1.0,0.52691634210493987,0.90500316265666925,109755.783743-0,,,,,,,,,,,,,,,
109755.803678,24,1.0,0.52648043477937634,0.90494598900801648,109755.803678-0,,,,,,,,,,,,,,,
109755.819762,24,1.0,0.52588101653218544,0.905404909304659,109755.819762-0,,,,,,,,,,,,,,,
109755.835695,25,1.0,0.52524956234010745,0.90511915829561129,109755.835695-0,,,,,,,,,,,,,,,
109755.851699,25,1.0,0.52493353430278411,0.90612989275465594,109755.851699-0,,,,,,,,,,,,,,,
109755.867873,26,1.0,0.5249259100728132,0.90551544348957602,109755.867873-0,,,,,,,,,,,,,,,
109755.887693,26,1.0,0.52468343120012051,0.90565313453427265,109755.887693-0,,,,,,,,,,,,,,,
109755.903722,27,1.0,0.52400028913303842,0.90539224649492933,109755.903722-0,,,,,,,,,,,,,,,
109755.919723,27,1.0,0.52306113441109936,0.90597207850541128,109755.919723-0,,,,,,,,,,,,,,,
109755.935684,28,1.0,0.5232294414593941,0.90581029950548686,109755.935684-0,,,,,,,,,,,,,,,
109755.951743,28,1.0,0.52277332660038489,0.90607735916915466,109755.951743-0,,,,,,,,,,,,,,,
109755.971739,29,1.0,0.52267682948926009,0.90593268156553286,109755.971739-0,,,,,,,,,,,,,,,
109755.987691,29,1.0,0.52826401906293441,0.9057539011842124,109755.987691-0,,,,,,,,,,,,,,,
109756.003707,30,1.0,0.5308425537715582,0.90546976422829673,109756.003707-0,,,,,,,,,,,,,,,
109756.019742,30,1.0,0.53065050995353324,0.9049999641291242,109756.019742-0,,,,,,,,,,,,,,,
109756.035706,31,1.0,0.53026085021162217,0.90576002940490152,109756.035706-0,,,,,,,,,,,,,,,
109756.055707,31,1.0,0.52975633145417689,0.90599403105293952,109756.055707-0,,,,,,,,,,,,,,,
109756.071866,32,1.0,0.5293631056321022,0.90702680129657764,109756.071866-0,,,,,,,,,,,,,,,
109756.087713,32,1.0,0.52820009387417066,0.90682029457612234,109756.087713-0,,,,,,,,,,,,,,,
109756.103699,33,1.0,0.52829075934329062,0.90700591911746997,109756.103699-0,,,,,,,,,,,,,,,
109756.119714,33,1.0,0.52798069995920471,0.90732362110648701,109756.119714-0,,,,,,,,,,,,,,,
109756.139697,34,1.0,0.52768052368002216,0.90756820924033299,109756.139697-0,,,,,,,,,,,,,,,
109756.155735,34,1.0,0.52737426748971039,0.90719814657430131,109756.155735-0,,,,,,,,,,,,,,,
109756.171826,35,1.0,0.52714089054086344,0.90706385052583727,109756.171826-0,,,,,,,,,,,,,,,
109756.187698,35,1.0,0.52691738947184241,0.90671351257807498,109756.187698-0,,,,,,,,,,,,,,,
109756.203694,36,1.0,0.52676866868886663,0.90680499338737253,109756.203694-0,,,,,,,,,,,,,,,
109756.223734,36,1.0,0.52690421722521563,0.90628642932319003,109756.223734-0,,,,,,,,,,,,,,,
109756.239683,37,1.0,0.52673946234082791,0.90656538637810602,109756.239683-0,,,,,,,,,,,,,,,
109756.255724,37,1.0,0.52738503677106685,0.90590425351559212,109756.255724-0,,,,,,,,,,,,,,,
109756.271746,38,1.0,0.52753812297866887,0.90548785302471835,109756.271746-0,,,,,,,,,,,,,,,
109756.293189,38,1.0,0.52724001395340458,0.905116449896469,109756.293189-0,,,,,,,,,,,,,,,
109756.307699,39,1.0,0.52734141447670346,0.90516604387373256,109756.307699-0,,,,,,,,,,,,,,,
109756.323725,39,1.0,0.527516961313518,0.90618352214349773,109756.323725-0,,,,,,,,,,,,,,,
109756.339732,40,1.0,0.52691793776767959,0.90677439051862407,109756.339732-0,,,,,,,,,,,,,,,
109756.35776,40,1.0,0.52648451226056814,0.90670248759526118,109756.35776-0,,,,,,,,,,,,,,,
109756.371729,41,0.99,0.51000242950169472,0.90858693648489641,109756.371729-0,,,,,,,,,,,,,,,
109756.391735,41,1.0,0.5059804139558306,0.91052740417041278,109756.391735-0,,,,,,,,,,,,,,,
109756.409841,42,1.0,0.50467169244854126,0.91115115688331016,109756.409841-0,,,,,,,,,,,,,,,
109756.42613,42,1.0,0.50413009779249762,0.91119680531083258,109756.42613-0,,,,,,,,,,,,,,,
109756.439753,43,1.0,0.50418423894800668,0.91151840893263358,109756.439753-0,,,,,,,,,,,,,,,
109756.468063,43,1.0,0.50408481915358649,0.91114230022335096,109756.468063-0,,,,,,,,,,,,,,,
109756.475966,44,1.0,0.50434341494620583,0.91139032478070536,109756.475966-0,,,,,,,,,,,,,,,
109756.491744,44,1.0,0.50369207699129781,0.9114494500993704,109756.491744-0,,,,,,,,,,,,,,,
109756.507763,45,1.0,0.50415150699392264,0.91110816168164721,109756.507763-0,,,,,,,,,,,,,,,
109756.523821,45,1.0,0.50497003605948443,0.91000548908942402,109756.523821-0,,,,,,,,,,,,,,,
109756.539823,46,1.0,0.50514934791432431,0.90925966765535637,109756.539823-0,,,,,,,,,,,,,,,
109756.56009,46,1.0,0.50476434756092381,0.9095074160129446,109756.56009-0,,,,,,,,,,,,,,,
109756.575738,47,1.0,0.50505051218138597,0.90822144725002651,109756.575738-0,,,,,,,,,,,,,,,
109756.59174,47,1.0,0.5049113648089012,0.90850613273369074,109756.59174-0,,,,,,,,,,,,,,,
109756.607781,48,1.0,0.50480516764251071,0.90892545992600215,109756.607781-0,,,,,,,,,,,,,,,
